commonRxns,FSR_BASE_PC,Status_BASE_PC
GN_HMR_3064,3.74027703105231e-07,Unchanged
GN_HMR_3065,3.74027703105231e-07,Unchanged
GN_HMR_3066,3.74027703105231e-07,Unchanged
GN_HMR_3067,3.74027703105231e-07,Unchanged
GN_HMR_3068,3.74027703105231e-07,Unchanged
GN_HMR_3069,3.74027703105231e-07,Unchanged
GN_HMR_3070,3.74027703105231e-07,Unchanged
GN_HMR_3071,3.74027703105231e-07,Unchanged
GN_HMR_3072,3.74027703105231e-07,Unchanged
GN_HMR_3073,3.74027703105231e-07,Unchanged
GN_HMR_3107,0,Unchanged
GN_HMR_3108,0,Unchanged
GN_HMR_3109,0,Unchanged
GN_HMR_3110,0,Unchanged
GN_HMR_3111,0,Unchanged
GN_HMR_3112,0,Unchanged
GN_HMR_3113,0,Unchanged
GN_HMR_3114,0,Unchanged
GN_HMR_3115,0,Unchanged
GN_HMR_3116,0,Unchanged
GN_HMR_3117,0,Unchanged
GN_HMR_3118,0,Unchanged
GN_HMR_3322,0.229898043917184,Downregulated
GN_HMR_7703,NaN,Unchanged
GN_LINKDEG4ly,NaN,Unchanged
GN_LNELDCCPT1,0.000994903799198914,Unchanged
GN_LNLNCGCRNt,9737.66515457126,Upregulated
GN_MLTHFtm,NaN,Unchanged
GN_NACHEXA7ly,NaN,Unchanged
GN_NACHEXA8ly,NaN,Unchanged
GN_NAGA2ly,0.0136215343111386,Downregulated
GN_NAGLCAly,0.0136215343111386,Downregulated
GN_NEU11l,0.0850857938807221,Downregulated
GN_O2Stm,0.00703167239016983,Unchanged
GN_OCT11EFATP,0.000730136066339709,Unchanged
GN_OLEICFATPtc,0.00679932269234406,Unchanged
GN_PAPStg,0.0125704771338149,Downregulated
GN_PAPtg,0.0125704771266686,Downregulated
GN_PGS,NaN,Unchanged
GN_PGSr,NaN,Unchanged
GN_PUNP4,9439.1577344422,Upregulated
GN_RE0574C,3.74027703105232e-07,Unchanged
GN_RE0575C,3.74027703105232e-07,Unchanged
GN_RE0576C,3.74027703105232e-07,Unchanged
GN_RE0578C,0.026670827036026,Downregulated
GN_RE1342C,3.29340135912792e-05,Unchanged
GN_RE1518X,0.229898043917184,Downregulated
GN_RE1520X,0.229898043909323,Downregulated
GN_RE1521X,0.229898043909323,Downregulated
GN_RE1522X,0.229898043909323,Downregulated
GN_RE1525X,0.229898043909323,Downregulated
GN_RE1526X,0.229898043909323,Downregulated
GN_RE1527X,0.229898043909323,Downregulated
GN_RE1532X,0.229898043909323,Downregulated
GN_RE1533X,0.229898043909323,Downregulated
GN_RE1534X,0.229898043909323,Downregulated
GN_RE1573X,0.229898043909323,Downregulated
GN_RE1796R,2544981.32113787,Upregulated
GN_RE2069C,NaN,Unchanged
GN_RE2954C,0.0213188133831914,Downregulated
GN_RE3103C,4.16257660844884e-07,Unchanged
GN_RE3104C,4.16257660844884e-07,Unchanged
GN_RE3119C,8.69952781474332e-07,Unchanged
GN_RE3120C,8.69952781474332e-07,Unchanged
GN_RE3121C,8.69952781474332e-07,Unchanged
GN_RE3122C,8.69952781474332e-07,Unchanged
GN_SADT,0.0125704771338808,Downregulated
GN_SO4tl,0.012570476775471,Downregulated
GN_SPHMYLN_HsATPte,0.0120016061505346,Downregulated
GN_TAURtcx,0.708794971600844,Unchanged
GN_THCHOLSTOICt,276605.603122849,Upregulated
GN_THMDt2r,1561102.80490731,Upregulated
GN_UAGALDP,0.0850857962247122,Downregulated
GN_UDPGALtg,0.0067370973324026,Unchanged
GN_UGALNACtg,0.0136215347063991,Downregulated
GN_XOL7AH3t,138303.031218021,Upregulated
GN_pac,NaN,Unchanged
GN_r0178,0.0921772219569856,Downregulated
GN_r0394,42.3366328900497,Upregulated
GN_r0409,1.00129777678347,Unchanged
GN_r0431,0.0014641835606159,Unchanged
GN_r0432,0.00146418356061846,Unchanged
GN_r0444,3.71606246653592e-08,Unchanged
GN_r0610,6.77714268306078e-07,Unchanged
GN_r0611,6.77714268306078e-07,Unchanged
GN_r1000,3.71606246653592e-08,Unchanged
GN_r1005,0.00146418356061846,Unchanged
GN_r1253,0,Unchanged
GN_r1364,0.0169124662782368,Downregulated
GN_r1365,0.0169124662782368,Downregulated
GN_r1487,3.71606246653592e-08,Unchanged
GN_r2145,0.5,Downregulated
GN_r2329,NaN,Unchanged
GN_r2502,0.229848421849093,Downregulated
GN_r2503,0.00549514651927153,Unchanged
GN_r2514,3.71606246653592e-08,Unchanged
GN_sink_4abut[l],0.0489281405187873,Downregulated
GN_sink_dhcholestanate[c],94675.3064101578,Upregulated
GN_sink_lnlncacoa[c],2.51581783247384e-07,Unchanged
GN_sink_phe_L[c],68419240.5471342,Upregulated
GN_sink_ser_L[c],45686.0060274379,Upregulated
OO_3SALATAi,NaN,Unchanged
OO_3SALATAim,NaN,Unchanged
OO_3SPYRSP,NaN,Unchanged
OO_3SPYRSPm,NaN,Unchanged
OO_ACACT6p,0.0475543986142641,Downregulated
OO_ACACT7p,0.0475543986142641,Downregulated
OO_ACALDt,1.46272915179649e-05,Unchanged
OO_ACGAM2E,NaN,Unchanged
OO_ALOX15,NaN,Unchanged
OO_BDHm,0.217894554672553,Downregulated
OO_BETBGTtc,0.280179171330379,Downregulated
OO_BHBtm,0.217894554672553,Downregulated
OO_BHMT,0.115924564290659,Downregulated
OO_C05769te2,NaN,Unchanged
OO_C40CPT1,NaN,Unchanged
OO_C4tcx,0.704026394595618,Unchanged
OO_C4x,0.704026394595618,Unchanged
OO_CSAPASEly,0.0520073234498348,Downregulated
OO_CSCPASEly,0.0520073170723161,Downregulated
OO_CSPG_Atly,0.0520073234498348,Downregulated
OO_CSPG_Ctly,0.0520073170723161,Downregulated
OO_CYSTA,NaN,Unchanged
OO_DCK1n,6.96829604834328e-06,Unchanged
OO_DCT,1.0539632512113e-06,Unchanged
OO_DGSNt,1.36469079914507,Unchanged
OO_DIGALSIDEtl,0.122562661303727,Downregulated
OO_DM_15HPET[r],9.87537443853345e-06,Unchanged
OO_DM_15HPET[x],0.0491728778761134,Downregulated
OO_DM_melanin_c_,1.05396328181769e-06,Unchanged
OO_DOCOSACTDe,0.136264587217317,Downregulated
OO_DOPAQNISO1,1.05396327484771e-06,Unchanged
OO_FADDPle,NaN,Unchanged
OO_FAEL184,0.0372622523556313,Downregulated
OO_FAOXC101C102m,0.0563093977363365,Downregulated
OO_FAOXC102C103x,0.104198058937299,Downregulated
OO_FAOXC102C81x,0.104198058937299,Downregulated
OO_FAOXC102x,0.104198058937299,Downregulated
OO_FAOXC103C102x,0.104198058937299,Downregulated
OO_FAOXC123C102x,0.104198058937299,Downregulated
OO_FAOXC123x,0.104198058937299,Downregulated
OO_FAOXC143C123x,0.104198058937299,Downregulated
OO_FAOXC164C143x,0.104198058937299,Downregulated
OO_FAOXC164C165x,0.104198058937299,Downregulated
OO_FAOXC164x,0.104198058937299,Downregulated
OO_FAOXC165C164x,0.104198058937299,Downregulated
OO_FAOXC184C164m,0.0469774691749575,Downregulated
OO_FAOXC184C164x,0.104198058937299,Downregulated
OO_FAOXC2051843x,0.104198058937299,Downregulated
OO_FAOXC61x,0.104198058937299,Downregulated
OO_FAOXC81C61x,0.104198058937299,Downregulated
OO_FATP6t,1443881.24768649,Upregulated
OO_FMNALKPle,NaN,Unchanged
OO_FUMSO3tm,NaN,Unchanged
OO_GALGLUSIDEtg,0.204386193294717,Downregulated
OO_GLA2l,0.026438342488671,Downregulated
OO_GLAl,0.122562661299928,Downregulated
OO_GLCAASE4ly,0.0520073234498348,Downregulated
OO_GLCAASE5ly,0.0520073217876214,Downregulated
OO_GLCt4,1239193.09293416,Upregulated
OO_GNDc,0.0229861607846597,Downregulated
OO_HDD2COAtx,0.0475543986130014,Downregulated
OO_HMR_0276,0.0678969862250542,Downregulated
OO_HMR_0392,0.00683708337390754,Unchanged
OO_HMR_0482,2.32067965643114e-08,Unchanged
OO_HMR_0839,0.00431785902311637,Unchanged
OO_HMR_0854,0.00431785902311637,Unchanged
OO_HMR_0986,9.87537443853345e-06,Unchanged
OO_HMR_0987,0.0491728778761134,Downregulated
OO_HMR_3094,NaN,Unchanged
OO_HMR_3095,NaN,Unchanged
OO_HMR_3096,NaN,Unchanged
OO_HMR_3097,NaN,Unchanged
OO_HMR_3230,0.0712237924443027,Downregulated
OO_HMR_3231,0.0712237924443027,Downregulated
OO_HMR_3232,0.0712237924443027,Downregulated
OO_HMR_3233,0.0712237924443027,Downregulated
OO_HMR_3296,0.0563093977363365,Downregulated
OO_HMR_3452,0.0421803238971316,Downregulated
OO_HMR_3453,0.0421803238971316,Downregulated
OO_HMR_3454,0.0421803238971316,Downregulated
OO_HMR_3456,0.0421803238971316,Downregulated
OO_HMR_3457,0.0421803238971316,Downregulated
OO_HMR_4630,8.5889646174976e-08,Unchanged
OO_HMR_6362,0.005488988627102,Unchanged
OO_ICDHyp,NaN,Unchanged
OO_LACZe,0.0494117602665067,Downregulated
OO_LINKDEG2ly,0.0520073234379638,Downregulated
OO_LTC4CP,0.5,Downregulated
OO_MLTHFte2,1.00000023111872,Unchanged
OO_NACHEX1ly,0.0520073234498348,Downregulated
OO_NACHEX2ly,0.0520073234379638,Downregulated
OO_NACHEXA3ly,0.0520073217876214,Downregulated
OO_NACHEXA4ly,0.0520073217876214,Downregulated
OO_NACSMCTte,0.056027491091658,Downregulated
OO_NDPK7n,6.96709968912108e-06,Unchanged
OO_NTD7e,0.00785073039725223,Unchanged
OO_OCCOAtm,1.75445297180232e-06,Unchanged
OO_P4507B12r,NaN,Unchanged
OO_PA_HStm,0.0154227642443192,Downregulated
OO_PGI,0.0152256222367466,Downregulated
OO_PGLc,0.0229798382022775,Downregulated
OO_PTVSTtep,1.15559363877082e-07,Unchanged
OO_RE1520M,0.0563093964747695,Downregulated
OO_RE1522M,0.0563094006510728,Downregulated
OO_RE1525M,0.0563094006510728,Downregulated
OO_RE1527M,0.0563093964747695,Downregulated
OO_RE1532M,0.0563094006510728,Downregulated
OO_RE1534M,0.0563093964747695,Downregulated
OO_RE2992M,0.0421803238971316,Downregulated
OO_RE3174C,0.0887134376900573,Downregulated
OO_RE3175C,0.0887134376936979,Downregulated
OO_RSVtev,1.15559362484419e-07,Unchanged
OO_S4TASE1ly,0.0520073234519515,Downregulated
OO_S4TASE2ly,0.0520073234400805,Downregulated
OO_SARDHm,0.115924556698943,Downregulated
OO_SIAT9g,0.0470587336535563,Downregulated
OO_ST8SIA12,0.0470587336535563,Downregulated
OO_TMNDNCCOAtx,0.104198058937299,Downregulated
OO_TYRASE,1.05396328181769e-06,Unchanged
OO_UPPN,NaN,Unchanged
OO_XOL7AONEtr,NaN,Unchanged
OO_XOLTRI27tc,NaN,Unchanged
