commonRxns,FSR_BASE_PCOPT,Status_BASE_PCOPT
GN_HMR_3070,8.76360091436059e-07,Unchanged
GN_HMR_3071,8.76360091436059e-07,Unchanged
GN_HMR_3072,8.76360091436059e-07,Unchanged
GN_HMR_3073,8.76360091436059e-07,Unchanged
GN_HMR_3107,0,Unchanged
GN_HMR_3108,0,Unchanged
GN_HMR_3109,0,Unchanged
GN_HMR_3110,0,Unchanged
GN_HMR_3111,0,Unchanged
GN_HMR_3112,0,Unchanged
GN_HMR_3113,0,Unchanged
GN_HMR_3114,0,Unchanged
GN_HMR_3115,0,Unchanged
GN_HMR_3116,0,Unchanged
GN_HMR_3117,0,Unchanged
GN_HMR_3118,0,Unchanged
GN_HMR_3322,0.341885187475208,Downregulated
GN_HMR_7703,NaN,Unchanged
GN_LINKDEG4ly,NaN,Unchanged
GN_LNELDCCPT1,0.00233588197203799,Unchanged
GN_LNLNCGCRNt,9737.66515457126,Upregulated
GN_MLTHFtm,NaN,Unchanged
GN_NACHEXA7ly,NaN,Unchanged
GN_NACHEXA8ly,NaN,Unchanged
GN_NAGA2ly,0.0326824648285275,Downregulated
GN_NAGLCAly,0.0326824648285275,Downregulated
GN_NEU11l,0.204080970695961,Downregulated
GN_O2Stm,0.0145188715730032,Downregulated
GN_OCT11EFATP,0.00171929115411471,Unchanged
GN_OLEICFATPtc,0.0161003318798401,Downregulated
GN_PAPStg,0.0300407045724711,Downregulated
GN_PAPtg,0.0300407036189163,Downregulated
GN_PGS,NaN,Unchanged
GN_PGSr,NaN,Unchanged
GN_PUNP4,10102.6253766165,Upregulated
GN_RE0574C,8.76360088256151e-07,Unchanged
GN_RE0575C,8.76360088256151e-07,Unchanged
GN_RE0576C,8.76360088256151e-07,Unchanged
GN_RE0578C,0.062015814117081,Downregulated
GN_RE1342C,1.57903919215207,Unchanged
GN_RE1518X,0.341885187477174,Downregulated
GN_RE1520X,0.341885187451624,Downregulated
GN_RE1521X,0.341885187451624,Downregulated
GN_RE1522X,0.341885187451624,Downregulated
GN_RE1525X,0.341885187451624,Downregulated
GN_RE1526X,0.341885187451624,Downregulated
GN_RE1527X,0.341885168174971,Downregulated
GN_RE1532X,0.341885187451624,Downregulated
GN_RE1533X,0.341885168174971,Downregulated
GN_RE1534X,0.341885187451624,Downregulated
GN_RE1573X,0.341885187451624,Downregulated
GN_RE1796R,2544981.32113787,Upregulated
GN_RE2069C,NaN,Unchanged
GN_RE2954C,0.0504756355693138,Downregulated
GN_RE3103C,9.8565008797179e-07,Unchanged
GN_RE3104C,9.8565008797179e-07,Unchanged
GN_RE3119C,2.05445425326006e-06,Unchanged
GN_RE3120C,2.05445425301124e-06,Unchanged
GN_RE3121C,2.05445425326006e-06,Unchanged
GN_RE3122C,2.05445425326006e-06,Unchanged
GN_SADT,0.0300407045726285,Downregulated
GN_SO4tl,0.0300407046476125,Downregulated
GN_SPHMYLN_HsATPte,0.0287779576253489,Downregulated
GN_TAURtcx,0.708794971600844,Unchanged
GN_THCHOLSTOICt,276605.603122849,Upregulated
GN_THMDt2r,1561102.80490731,Upregulated
GN_UAGALDP,0.204080954454449,Downregulated
GN_UDPGALtg,0.0161697496056133,Downregulated
GN_UGALNACtg,0.0326824641185485,Downregulated
GN_XOL7AH3t,138303.346730454,Upregulated
GN_pac,NaN,Unchanged
GN_r0178,0.228150945177559,Downregulated
GN_r0394,45.3116512484292,Upregulated
GN_r0409,1.00129818451934,Unchanged
GN_r0431,0.00361227568314534,Unchanged
GN_r0432,0.00361227568315165,Unchanged
GN_r0444,8.67940747298375e-08,Unchanged
GN_r0610,1.48414871408832e-06,Unchanged
GN_r0611,1.48414871423685e-06,Unchanged
GN_r1000,8.67940747298375e-08,Unchanged
GN_r1005,0.00361227568315165,Unchanged
GN_r1253,0,Unchanged
GN_r1364,0.040346511998233,Downregulated
GN_r1365,0.040346511998233,Downregulated
GN_r1487,8.67940747298375e-08,Unchanged
GN_r2145,0.5,Downregulated
GN_r2329,NaN,Unchanged
GN_r2502,0.341885217686113,Downregulated
GN_r2503,0.0131655172150411,Downregulated
GN_r2514,8.67940746109464e-08,Unchanged
GN_sink_4abut[l],0.117180648067489,Downregulated
GN_sink_dhcholestanate[c],94675.5223951522,Upregulated
GN_sink_lnlncacoa[c],5.97181736804455e-07,Unchanged
GN_sink_phe_L[c],68419240.5471342,Upregulated
GN_sink_ser_L[c],37238.0105219435,Upregulated
OO_3SALATAi,NaN,Unchanged
OO_3SALATAim,NaN,Unchanged
OO_3SPYRSP,NaN,Unchanged
OO_3SPYRSPm,NaN,Unchanged
OO_ACACT6p,0.13624914067458,Downregulated
OO_ACACT7p,0.13624914067458,Downregulated
OO_ACALDt,3.48050088867805e-05,Unchanged
OO_ACGAM2E,NaN,Unchanged
OO_ALOX15,NaN,Unchanged
OO_BDHm,0.701389539677069,Unchanged
OO_BETBGTtc,0.665106198295225,Unchanged
OO_BHBtm,0.701389539677069,Unchanged
OO_BHMT,0.371237272574693,Downregulated
OO_C05769te2,NaN,Unchanged
OO_C40CPT1,NaN,Unchanged
OO_C4tcx,1.24044929831384,Unchanged
OO_C4x,1.24044929831384,Unchanged
OO_CSAPASEly,0.123494839913339,Downregulated
OO_CSCPASEly,0.123494825783576,Downregulated
OO_CSPG_Atly,0.123494839913339,Downregulated
OO_CSPG_Ctly,0.123494825783576,Downregulated
OO_CYSTA,NaN,Unchanged
OO_DCK1n,1.62309481831294e-05,Unchanged
OO_DCT,2.14728705893592e-06,Unchanged
OO_DGSNt,1.38786214472279,Unchanged
OO_DIGALSIDEtl,0.292122008368569,Downregulated
OO_DM_15HPET[r],3.67842334812948e-05,Unchanged
OO_DM_15HPET[x],0.109235182121179,Downregulated
OO_DM_melanin_c_,2.14728673568132e-06,Unchanged
OO_DOCOSACTDe,0.341362155792899,Downregulated
OO_DOPAQNISO1,2.14728663020143e-06,Unchanged
OO_FADDPle,NaN,Unchanged
OO_FAEL184,0.0809557429229871,Downregulated
OO_FAOXC101C102m,0.122674631999052,Downregulated
OO_FAOXC102C103x,0.211763946346266,Downregulated
OO_FAOXC102C81x,0.211763946346266,Downregulated
OO_FAOXC102x,0.211763946346266,Downregulated
OO_FAOXC103C102x,0.211763946346266,Downregulated
OO_FAOXC123C102x,0.211763946346266,Downregulated
OO_FAOXC123x,0.211763946346266,Downregulated
OO_FAOXC143C123x,0.211763946346266,Downregulated
OO_FAOXC164C143x,0.211763946346266,Downregulated
OO_FAOXC164C165x,0.211763946346266,Downregulated
OO_FAOXC164x,0.211763946346266,Downregulated
OO_FAOXC165C164x,0.211763946346266,Downregulated
OO_FAOXC184C164m,0.103265732163027,Downregulated
OO_FAOXC184C164x,0.211763946346266,Downregulated
OO_FAOXC2051843x,0.211763946346266,Downregulated
OO_FAOXC61x,0.211763946346266,Downregulated
OO_FAOXC81C61x,0.211763946346266,Downregulated
OO_FATP6t,1443881.24768649,Upregulated
OO_FMNALKPle,NaN,Unchanged
OO_FUMSO3tm,NaN,Unchanged
OO_GALGLUSIDEtg,0.47872156938237,Downregulated
OO_GLA2l,0.0616730263741282,Downregulated
OO_GLAl,0.292122008416746,Downregulated
OO_GLCAASE4ly,0.123494839913339,Downregulated
OO_GLCAASE5ly,0.123494836980382,Downregulated
OO_GLCt4,1239193.09293416,Upregulated
OO_GNDc,0.0529279714049448,Downregulated
OO_HDD2COAtx,0.136249140681741,Downregulated
OO_HMR_0276,0.161784571218299,Downregulated
OO_HMR_0392,0.0161491781822575,Downregulated
OO_HMR_0482,5.29548437268586e-08,Unchanged
OO_HMR_0839,0.0102143786376367,Downregulated
OO_HMR_0854,0.0102143786376367,Downregulated
OO_HMR_0986,3.67842334812948e-05,Unchanged
OO_HMR_0987,0.109235182121179,Downregulated
OO_HMR_3094,NaN,Unchanged
OO_HMR_3095,NaN,Unchanged
OO_HMR_3096,NaN,Unchanged
OO_HMR_3097,NaN,Unchanged
OO_HMR_3230,0.154454979940861,Downregulated
OO_HMR_3231,0.154454979940861,Downregulated
OO_HMR_3232,0.154454979940861,Downregulated
OO_HMR_3233,0.154454979940861,Downregulated
OO_HMR_3296,0.122674631999052,Downregulated
OO_HMR_3452,0.0922757829303301,Downregulated
OO_HMR_3453,0.0922757829303301,Downregulated
OO_HMR_3454,0.0922757829234905,Downregulated
OO_HMR_3456,0.0922757829303301,Downregulated
OO_HMR_3457,0.0922757829234905,Downregulated
OO_HMR_4630,2.00766894550005e-07,Unchanged
OO_HMR_6362,0.0131859960179745,Downregulated
OO_ICDHyp,NaN,Unchanged
OO_LACZe,0.117788586350539,Downregulated
OO_LINKDEG2ly,0.123494835924675,Downregulated
OO_LTC4CP,0.5,Downregulated
OO_MLTHFte2,1.00000055139393,Unchanged
OO_NACHEX1ly,0.123494839913339,Downregulated
OO_NACHEX2ly,0.123494835924675,Downregulated
OO_NACHEXA3ly,0.123494836980382,Downregulated
OO_NACHEXA4ly,0.123494836980382,Downregulated
OO_NACSMCTte,0.0662704339129234,Downregulated
OO_NDPK7n,1.62309475154165e-05,Unchanged
OO_NTD7e,0.0186670130480405,Downregulated
OO_OCCOAtm,3.04095070608668e-06,Unchanged
OO_P4507B12r,NaN,Unchanged
OO_PA_HStm,0.0371180819899951,Downregulated
OO_PGI,0.0300562364270094,Downregulated
OO_PGLc,0.0529279723477332,Downregulated
OO_PTVSTtep,2.75696965900352e-07,Unchanged
OO_RE1520M,0.122674627482841,Downregulated
OO_RE1522M,0.12267463476069,Downregulated
OO_RE1525M,0.12267463476069,Downregulated
OO_RE1527M,0.122674627482841,Downregulated
OO_RE1532M,0.12267463476069,Downregulated
OO_RE1534M,0.122674627482841,Downregulated
OO_RE2992M,0.0922757829234905,Downregulated
OO_RE3174C,0.195469562970638,Downregulated
OO_RE3175C,0.195469563003243,Downregulated
OO_RSVtev,2.75696968401462e-07,Unchanged
OO_S4TASE1ly,0.123494839918365,Downregulated
OO_S4TASE2ly,0.123494835929702,Downregulated
OO_SARDHm,0.371237248262953,Downregulated
OO_SIAT9g,0.11010660306946,Downregulated
OO_ST8SIA12,0.11010660306946,Downregulated
OO_TMNDNCCOAtx,0.211763946356048,Downregulated
OO_TYRASE,2.14728673568132e-06,Unchanged
OO_UPPN,NaN,Unchanged
OO_XOL7AONEtr,NaN,Unchanged
OO_XOLTRI27tc,NaN,Unchanged
OO_XYLK,0.0573062969038503,Downregulated
OO_r0173,0.0376932627925098,Downregulated
OO_r0249,276210.871722225,Upregulated
OO_r0488,2.18392924622618e-07,Unchanged
OO_r0595,NaN,Unchanged
OO_r0715,0.13624914067458,Downregulated
OO_r0717,0.13624914067458,Downregulated
OO_r0719,0.13624914067458,Downregulated
OO_r0721,0.13624914067458,Downregulated
OO_r0795,NaN,Unchanged
OO_r0840,276210.871722225,Upregulated
OO_r1252,0.13624914067458,Downregulated
OO_r1260,0.279281481041093,Downregulated
OO_r1444,0.13624914067458,Downregulated
OO_r2447,0.013185996145922,Downregulated
OO_sink_C02528[c],1.08150140528022e-05,Unchanged
OO_sink_asn_L[c],6.43317254411432e-06,Unchanged
OO_sink_val_L[c],2.88915705158849,Upregulated
SK_34HPLFM,NaN,Unchanged
SK_34HPLtm,NaN,Unchanged
SK_3DPHBH2,NaN,Unchanged
SK_3M4HDXPAC,NaN,Unchanged
SK_3MOX4HOXPGALDOX,0.0404902404621885,Downregulated
SK_3MOXTYROX,NaN,Unchanged
SK_4HBZCOAFm,NaN,Unchanged
SK_4HBZFm,NaN,Unchanged
SK_ACNAMt2,2.89503785692698,Upregulated
SK_AHC,56.6693136949972,Upregulated
SK_ARGtD,52394572.0476925,Upregulated
SK_ASPPROASCT1,16101.1505522803,Upregulated
SK_ASPt6,16101.1505054253,Upregulated
SK_BGAL2l,4.34255667820106,Upregulated
SK_BILIRUBt2,NaN,Unchanged
SK_BILIRUBtr,6.42168412139634,Upregulated
SK_CE2512te,0,Unchanged
SK_CHSTEROLt2,7874010746.17211,Upregulated
SK_COQ3m,NaN,Unchanged
SK_COQ5m,NaN,Unchanged
SK_COQ6m,NaN,Unchanged
SK_COQ7m,NaN,Unchanged
SK_COUCOAFm,NaN,Unchanged
SK_DCMPDA,0.630528491305496,Unchanged
SK_DECDPtm,NaN,Unchanged
SK_DGK2m,5.88046292031534,Upregulated
SK_DGNSKm,5.88046292215582,Upregulated
SK_DGSNtm,5.88046292031534,Upregulated
SK_DHDPBMTm,NaN,Unchanged
SK_DNDPt37m,NaN,Unchanged
SK_DOLGPP_Ler,0.117608178398753,Downregulated
SK_DOPAMT,NaN,Unchanged
SK_DPHMBDCm,NaN,Unchanged
SK_DPPS,NaN,Unchanged
SK_FACOAL180i,5.8372741465793,Upregulated
SK_FAOXC121x,0,Unchanged
SK_FAOXC14C14OHm,NaN,Unchanged
SK_FAOXC204,0.115122257452813,Downregulated
SK_FAOXC2242046m,3.33451001167076,Upregulated
SK_FAOXC2251836m,0.0707875187484677,Downregulated
SK_FAOXC2252053m,0.0451580445264736,Downregulated
