commonRxns,FSR_BASE_PC,Status_BASE_PC
GN_FAOXC185C164m,0.00162444237324199,Unchanged
GN_FAOXC185m,0.00162444237324199,Unchanged
GN_FAOXC205C185m,0.00162444237324199,Unchanged
GN_FAOXC226C205m,0.00162444237324199,Unchanged
GN_FAOXC226C227m,0.00162444237324199,Unchanged
GN_FAOXC226m,0.00162444237324199,Unchanged
GN_FAOXC227C226m,0.00162444237324199,Unchanged
GN_FAOXC5C5OHm,NaN,Unchanged
GN_FATP3t,0.0191940284427203,Downregulated
GN_FORt2m,NaN,Unchanged
GN_GALASE19ly,0.0157618225688086,Downregulated
GN_GALNTg,0.0157618225688086,Downregulated
GN_GALSIDEtl,NaN,Unchanged
GN_GHMT2r,962713.463362681,Upregulated
GN_GLCAASE7ly,NaN,Unchanged
GN_GLXO1,NaN,Unchanged
GN_GSNt2r,2.27446061404215,Upregulated
GN_HACD9m,NaN,Unchanged
GN_HEXCCOAtx,4.32796905121621e-07,Unchanged
GN_HMR_0261,0.000844858929372444,Unchanged
GN_HMR_0267,2.17436276589971e-07,Unchanged
GN_HMR_0317,0.0284864085207205,Downregulated
GN_HMR_0815,0.196909851740405,Downregulated
GN_HMR_0816,0.489227221351367,Downregulated
GN_HMR_0835,0.0984549294724647,Downregulated
GN_HMR_0836,0.0984549294724647,Downregulated
GN_HMR_1305,NaN,Unchanged
GN_HMR_1307,NaN,Unchanged
GN_HMR_2211,4.32796902687026e-07,Unchanged
GN_HMR_2215,4.32796902687026e-07,Unchanged
GN_HMR_2217,4.32796902687026e-07,Unchanged
GN_HMR_2218,4.32796902687026e-07,Unchanged
GN_HMR_2219,4.32796902687026e-07,Unchanged
GN_HMR_2374,4.81662279700486e-07,Unchanged
GN_HMR_2376,4.81662279700486e-07,Unchanged
GN_HMR_2704,0,Unchanged
GN_HMR_2744,386723.470661091,Upregulated
GN_HMR_2753,10330.1048495974,Upregulated
GN_HMR_2760,10330.1049169463,Upregulated
GN_HMR_2817,0,Unchanged
GN_HMR_3057,4.32796902687026e-07,Unchanged
GN_HMR_3058,4.32796902687026e-07,Unchanged
GN_HMR_3059,4.32796902687026e-07,Unchanged
GN_HMR_3062,4.32796902687026e-07,Unchanged
GN_HMR_3063,4.32796902687026e-07,Unchanged
GN_HMR_3064,4.32796902687026e-07,Unchanged
GN_HMR_3065,4.32796902687026e-07,Unchanged
GN_HMR_3066,4.32796902687026e-07,Unchanged
GN_HMR_3067,4.32796902687026e-07,Unchanged
GN_HMR_3068,4.32796902687026e-07,Unchanged
GN_HMR_3069,4.32796902687026e-07,Unchanged
GN_HMR_3070,4.32796902687026e-07,Unchanged
GN_HMR_3071,4.32796902687026e-07,Unchanged
GN_HMR_3072,4.32796902687026e-07,Unchanged
GN_HMR_3073,4.32796902687026e-07,Unchanged
GN_HMR_3107,0,Unchanged
GN_HMR_3108,0,Unchanged
GN_HMR_3109,0,Unchanged
GN_HMR_3110,0,Unchanged
GN_HMR_3111,0,Unchanged
GN_HMR_3112,0,Unchanged
GN_HMR_3113,0,Unchanged
GN_HMR_3114,0,Unchanged
GN_HMR_3115,0,Unchanged
GN_HMR_3116,0,Unchanged
GN_HMR_3117,0,Unchanged
GN_HMR_3118,0,Unchanged
GN_HMR_3322,0.265946999492618,Downregulated
GN_HMR_7703,NaN,Unchanged
GN_LINKDEG4ly,NaN,Unchanged
GN_LNELDCCPT1,0.00115122841203889,Unchanged
GN_LNLNCGCRNt,9737.66515457126,Upregulated
GN_MLTHFtm,NaN,Unchanged
GN_NACHEXA7ly,NaN,Unchanged
GN_NACHEXA8ly,NaN,Unchanged
GN_NAGA2ly,0.0157618225688086,Downregulated
GN_NAGLCAly,0.0157618225688086,Downregulated
GN_NEU11l,0.0984549294724647,Downregulated
GN_O2Stm,0.00813764084074297,Unchanged
GN_OCT11EFATP,0.000844858929372444,Unchanged
GN_OLEICFATPtc,0.00786766830921951,Unchanged
GN_PAPStg,0.0145456169271238,Downregulated
GN_PAPtg,0.0145456165184752,Downregulated
GN_PGS,NaN,Unchanged
GN_PGSr,NaN,Unchanged
GN_PUNP4,9439.18273090282,Upregulated
GN_RE0574C,4.32796905121621e-07,Unchanged
GN_RE0575C,4.32796905121621e-07,Unchanged
GN_RE0576C,4.32796905121621e-07,Unchanged
GN_RE0578C,0.0308614897953363,Downregulated
GN_RE1342C,3.81172841966276e-05,Unchanged
GN_RE1518X,0.265946999492618,Downregulated
GN_RE1520X,0.265946999492618,Downregulated
GN_RE1521X,0.265946999492618,Downregulated
GN_RE1522X,0.265946999492618,Downregulated
GN_RE1525X,0.265946999492618,Downregulated
GN_RE1526X,0.265946999492618,Downregulated
GN_RE1527X,0.265946999492618,Downregulated
GN_RE1532X,0.265946999492618,Downregulated
GN_RE1533X,0.265946999492618,Downregulated
GN_RE1534X,0.265946999492618,Downregulated
GN_RE1573X,0.265946999492618,Downregulated
GN_RE1796R,2544981.32113787,Upregulated
GN_RE2069C,NaN,Unchanged
GN_RE2954C,0.0247371773936319,Downregulated
GN_RE3103C,4.81662279700486e-07,Unchanged
GN_RE3104C,4.81662280123207e-07,Unchanged
GN_RE3119C,1.00664442580603e-06,Unchanged
GN_RE3120C,1.00664442580603e-06,Unchanged
GN_RE3121C,1.00664442580603e-06,Unchanged
GN_RE3122C,1.00664442580603e-06,Unchanged
GN_SADT,0.0145456169047125,Downregulated
GN_SO4tl,0.0145456170986981,Downregulated
GN_SPHMYLN_HsATPte,0.0138873630078323,Downregulated
GN_TAURtcx,0.708794971600844,Unchanged
GN_THCHOLSTOICt,276605.603122849,Upregulated
GN_THMDt2r,1561102.80490731,Upregulated
GN_UAGALDP,0.098454932354194,Downregulated
GN_UDPGALtg,0.00779566550345915,Unchanged
GN_UGALNACtg,0.0157618230295179,Downregulated
GN_XOL7AH3t,138303.067300369,Upregulated
GN_pac,NaN,Unchanged
GN_r0178,0.106630957286705,Downregulated
GN_r0394,42.3366531587382,Upregulated
GN_r0409,1.00129783605078,Unchanged
GN_r0431,0.00169426400566492,Unchanged
GN_r0432,0.00169426400566788,Unchanged
GN_r0444,4.29994961785612e-08,Unchanged
GN_r0610,7.84200394370221e-07,Unchanged
GN_r0611,7.8420039422169e-07,Unchanged
GN_r1000,4.29994961785612e-08,Unchanged
GN_r1005,0.00169426400566788,Unchanged
GN_r1253,0,Unchanged
GN_r1364,0.0195698428125953,Downregulated
GN_r1365,0.0195698428125953,Downregulated
GN_r1487,4.29994961785612e-08,Unchanged
GN_r2145,0.5,Downregulated
GN_r2329,NaN,Unchanged
GN_r2502,0.265947069650142,Downregulated
GN_r2503,0.00635857334636116,Unchanged
GN_r2514,4.29994962825375e-08,Unchanged
GN_sink_4abut[l],0.0566159976002455,Downregulated
GN_sink_dhcholestanate[c],94675.3311113332,Upregulated
GN_sink_lnlncacoa[c],2.91111636787138e-07,Unchanged
GN_sink_phe_L[c],68419240.5471342,Upregulated
GN_sink_ser_L[c],45686.2508454032,Upregulated
OO_3SALATAi,NaN,Unchanged
OO_3SALATAim,NaN,Unchanged
OO_3SPYRSP,NaN,Unchanged
OO_3SPYRSPm,NaN,Unchanged
OO_ACACT6p,0.0575438701993247,Downregulated
OO_ACACT7p,0.0575438701993247,Downregulated
OO_ACALDt,1.69256094358411e-05,Unchanged
OO_ACGAM2E,NaN,Unchanged
OO_ALOX15,NaN,Unchanged
OO_BDHm,0.252129515211786,Downregulated
OO_BETBGTtc,0.324201501515402,Downregulated
OO_BHBtm,0.252129515211786,Downregulated
OO_BHMT,0.13411207383599,Downregulated
OO_C05769te2,NaN,Unchanged
OO_C40CPT1,NaN,Unchanged
OO_C4tcx,0.814501960325507,Unchanged
OO_C4x,0.814501960325507,Unchanged
OO_CSAPASEly,0.0601789907699773,Downregulated
OO_CSCPASEly,0.0601789852235454,Downregulated
OO_CSPG_Atly,0.0601789907699773,Downregulated
OO_CSPG_Ctly,0.0601789852235454,Downregulated
OO_CYSTA,NaN,Unchanged
OO_DCK1n,8.06180839632766e-06,Unchanged
OO_DCT,1.21956754542097e-06,Unchanged
OO_DGSNt,1.36469096284781,Unchanged
OO_DIGALSIDEtl,0.141859377803032,Downregulated
OO_DM_15HPET[r],1.142701809061e-05,Unchanged
OO_DM_15HPET[x],0.0568991821328617,Downregulated
OO_DM_melanin_c_,1.21956757151312e-06,Unchanged
OO_DOCOSACTDe,0.157675205541692,Downregulated
OO_DOPAQNISO1,1.21956757725499e-06,Unchanged
OO_FADDPle,NaN,Unchanged
OO_FAEL184,0.0431170935654177,Downregulated
OO_FAOXC101C102m,0.0651570299576943,Downregulated
OO_FAOXC102C103x,0.120569873682419,Downregulated
OO_FAOXC102C81x,0.120569873682419,Downregulated
OO_FAOXC102x,0.120569873682419,Downregulated
OO_FAOXC103C102x,0.120569873682419,Downregulated
OO_FAOXC123C102x,0.120569873682419,Downregulated
OO_FAOXC123x,0.120569873682419,Downregulated
OO_FAOXC143C123x,0.120569873682419,Downregulated
OO_FAOXC164C143x,0.120569873682419,Downregulated
OO_FAOXC164C165x,0.120569873682419,Downregulated
OO_FAOXC164x,0.120569873682419,Downregulated
OO_FAOXC165C164x,0.120569873682419,Downregulated
OO_FAOXC184C164m,0.0543588197427876,Downregulated
OO_FAOXC184C164x,0.120569873682419,Downregulated
OO_FAOXC2051843x,0.120569873682419,Downregulated
OO_FAOXC61x,0.120569873682419,Downregulated
OO_FAOXC81C61x,0.120569873682419,Downregulated
OO_FATP6t,1443881.24768649,Upregulated
OO_FMNALKPle,NaN,Unchanged
OO_FUMSO3tm,NaN,Unchanged
OO_GALGLUSIDEtg,0.23650044642928,Downregulated
OO_GLA2l,0.0305924753548982,Downregulated
OO_GLAl,0.141859377798634,Downregulated
OO_GLCAASE4ly,0.0601789907699773,Downregulated
OO_GLCAASE5ly,0.0601789906797448,Downregulated
OO_GLCt4,1239193.09293416,Upregulated
OO_GNDc,0.026597868378677,Downregulated
OO_HDD2COAtx,0.0575438701670711,Downregulated
OO_HMR_0276,0.0785653192404387,Downregulated
OO_HMR_0392,0.00791136220955476,Unchanged
OO_HMR_0482,2.68531719615965e-08,Unchanged
OO_HMR_0839,0.00499630382047554,Unchanged
OO_HMR_0854,0.00499630382047554,Unchanged
OO_HMR_0986,1.142701809061e-05,Unchanged
OO_HMR_0987,0.0568991821328617,Downregulated
OO_HMR_3094,NaN,Unchanged
OO_HMR_3095,NaN,Unchanged
OO_HMR_3096,NaN,Unchanged
OO_HMR_3097,NaN,Unchanged
OO_HMR_3230,0.0824148470056958,Downregulated
OO_HMR_3231,0.0824148470056958,Downregulated
OO_HMR_3232,0.0824148470056958,Downregulated
OO_HMR_3233,0.0824148470056958,Downregulated
OO_HMR_3296,0.0651570299576943,Downregulated
OO_HMR_3452,0.0488079228091814,Downregulated
OO_HMR_3453,0.0488079228091814,Downregulated
OO_HMR_3454,0.0488079228091814,Downregulated
OO_HMR_3456,0.0488079228091814,Downregulated
OO_HMR_3457,0.0488079228091814,Downregulated
OO_HMR_4630,9.93850610266173e-08,Unchanged
OO_HMR_6362,0.00635144818896501,Unchanged
OO_ICDHyp,NaN,Unchanged
OO_LACZe,0.0571755919613766,Downregulated
OO_LINKDEG2ly,0.0601789909857305,Downregulated
OO_LTC4CP,0.5,Downregulated
OO_MLTHFte2,1.00000026743336,Unchanged
OO_NACHEX1ly,0.0601789907699773,Downregulated
OO_NACHEX2ly,0.0601789909857305,Downregulated
OO_NACHEXA3ly,0.0601789906797448,Downregulated
OO_NACHEXA4ly,0.0601789906797448,Downregulated
OO_NACSMCTte,0.0648445934188261,Downregulated
OO_NDPK7n,8.0618076912957e-06,Unchanged
OO_NTD7e,0.00908427830197816,Unchanged
OO_OCCOAtm,2.02964683559514e-06,Unchanged
OO_P4507B12r,NaN,Unchanged
OO_PA_HStm,0.0178505237230873,Downregulated
OO_PGI,0.0176179520561452,Downregulated
OO_PGLc,0.0265978680212904,Downregulated
OO_PTVSTtep,1.33716662730876e-07,Unchanged
OO_RE1520M,0.0651570343346064,Downregulated
OO_RE1522M,0.0651570328996276,Downregulated
OO_RE1525M,0.0651570328996276,Downregulated
OO_RE1527M,0.0651570343346064,Downregulated
OO_RE1532M,0.0651570328996276,Downregulated
OO_RE1534M,0.0651570343346064,Downregulated
OO_RE2992M,0.0488079228091814,Downregulated
OO_RE3174C,0.102652567253789,Downregulated
OO_RE3175C,0.102652567196796,Downregulated
OO_RSVtev,1.33716673616391e-07,Unchanged
OO_S4TASE1ly,0.0601789907724266,Downregulated
OO_S4TASE2ly,0.0601789909881798,Downregulated
OO_SARDHm,0.134112065053203,Downregulated
OO_SIAT9g,0.0544528502923062,Downregulated
OO_ST8SIA12,0.0544528502923062,Downregulated
OO_TMNDNCCOAtx,0.120569873682419,Downregulated
OO_TYRASE,1.21956757151312e-06,Unchanged
OO_UPPN,NaN,Unchanged
OO_XOL7AONEtr,NaN,Unchanged
OO_XOLTRI27tc,NaN,Unchanged
OO_XYLK,0.0285964972957448,Downregulated
OO_r0173,0.0364175476043238,Downregulated
OO_r0249,281794.228602283,Upregulated
