commonRxns,FSR_BASE_PC,Status_BASE_PC
OO_DCT,9.72299385782311e-07,Unchanged
OO_DGSNt,1.36469071269845,Unchanged
OO_DIGALSIDEtl,0.113097293411602,Downregulated
OO_DM_15HPET[r],9.10950936330133e-06,Unchanged
OO_DM_15HPET[x],0.0453628319417335,Downregulated
OO_DM_melanin_c_,9.71932433052117e-07,Unchanged
OO_DOCOSACTDe,0.125706445264089,Downregulated
OO_DOPAQNISO1,9.72299428683086e-07,Unchanged
OO_FADDPle,NaN,Unchanged
OO_FAEL184,0.0343750706229603,Downregulated
OO_FAOXC101C102m,0.0519464007707478,Downregulated
OO_FAOXC102C103x,0.0961156381155994,Downregulated
OO_FAOXC102C81x,0.0961156381155994,Downregulated
OO_FAOXC102x,0.0961156381155994,Downregulated
OO_FAOXC103C102x,0.0961156381155994,Downregulated
OO_FAOXC123C102x,0.0961156381155994,Downregulated
OO_FAOXC123x,0.0961156381155994,Downregulated
OO_FAOXC143C123x,0.0961156381155994,Downregulated
OO_FAOXC164C143x,0.0961156381155994,Downregulated
OO_FAOXC164C165x,0.0961156381155994,Downregulated
OO_FAOXC164x,0.0961156381155994,Downregulated
OO_FAOXC165C164x,0.0961156381155994,Downregulated
OO_FAOXC184C164m,0.0433375296160047,Downregulated
OO_FAOXC184C164x,0.0961156381155994,Downregulated
OO_FAOXC2051843x,0.0961156381155994,Downregulated
OO_FAOXC61x,0.0961156381155994,Downregulated
OO_FAOXC81C61x,0.0961156381155994,Downregulated
OO_FATP6t,1443881.24768649,Upregulated
OO_FMNALKPle,NaN,Unchanged
OO_FUMSO3tm,NaN,Unchanged
OO_GALGLUSIDEtg,0.188549814944981,Downregulated
OO_GLA2l,0.0243898300218874,Downregulated
OO_GLAl,0.113097293408096,Downregulated
OO_GLCAASE4ly,0.0479776594027854,Downregulated
OO_GLCAASE5ly,0.0479776599938105,Downregulated
OO_GLCt4,1239193.09293416,Upregulated
OO_GNDc,0.0212051315466208,Downregulated
OO_HDD2COAtx,0.0437516683197567,Downregulated
OO_HMR_0276,0.062636151238841,Downregulated
OO_HMR_0392,0.00630732832879582,Unchanged
OO_HMR_0482,2.14086729081931e-08,Unchanged
OO_HMR_0839,0.00398179693932321,Unchanged
OO_HMR_0854,0.00398179693932321,Unchanged
OO_HMR_0986,9.10950936330133e-06,Unchanged
OO_HMR_0987,0.0453628319417335,Downregulated
OO_HMR_3094,NaN,Unchanged
OO_HMR_3095,NaN,Unchanged
OO_HMR_3096,NaN,Unchanged
OO_HMR_3097,NaN,Unchanged
OO_HMR_3230,0.0657051830108304,Downregulated
OO_HMR_3231,0.0657051830108304,Downregulated
OO_HMR_3232,0.0657051830108304,Downregulated
OO_HMR_3233,0.0657051830108304,Downregulated
OO_HMR_3296,0.0519464007707478,Downregulated
OO_HMR_3452,0.0389120834401045,Downregulated
OO_HMR_3453,0.0389120834401045,Downregulated
OO_HMR_3454,0.0389120834401045,Downregulated
OO_HMR_3456,0.0389120834401045,Downregulated
OO_HMR_3457,0.0389120834401045,Downregulated
OO_HMR_4630,7.92346709003001e-08,Unchanged
OO_HMR_6362,0.00506368718206233,Unchanged
OO_ICDHyp,NaN,Unchanged
OO_LACZe,0.0455832028915952,Downregulated
OO_LINKDEG2ly,0.0479776591187115,Downregulated
OO_LTC4CP,0.5,Downregulated
OO_MLTHFte2,1.00000021321105,Unchanged
OO_NACHEX1ly,0.0479776594027854,Downregulated
OO_NACHEX2ly,0.0479776591187115,Downregulated
OO_NACHEXA3ly,0.0479776599938105,Downregulated
OO_NACHEXA4ly,0.0479776599938105,Downregulated
OO_NACSMCTte,0.0516932168929687,Downregulated
OO_NDPK7n,6.42726975861091e-06,Unchanged
OO_NTD7e,0.00724243452824679,Unchanged
OO_OCCOAtm,1.61852477779689e-06,Unchanged
OO_P4507B12r,NaN,Unchanged
OO_PA_HStm,0.0142438274673432,Downregulated
OO_PGI,0.0140459002817019,Downregulated
OO_PGLc,0.0212051317256418,Downregulated
OO_PTVSTtep,1.0660551259889e-07,Unchanged
OO_RE1520M,0.0519463971732262,Downregulated
OO_RE1522M,0.051946400338105,Downregulated
OO_RE1525M,0.051946400338105,Downregulated
OO_RE1527M,0.0519463971732262,Downregulated
OO_RE1532M,0.051946400338105,Downregulated
OO_RE1534M,0.0519463971732262,Downregulated
OO_RE2992M,0.0389120834401045,Downregulated
OO_RE3174C,0.0818396851961803,Downregulated
OO_RE3175C,0.0818396851995388,Downregulated
OO_RSVtev,1.06605520386438e-07,Unchanged
OO_S4TASE1ly,0.0479776594047382,Downregulated
OO_S4TASE2ly,0.0479776591206642,Downregulated
OO_SARDHm,0.106942392296333,Downregulated
OO_SIAT9g,0.0433961158004039,Downregulated
OO_ST8SIA12,0.0433961158004039,Downregulated
OO_TMNDNCCOAtx,0.0961156381146823,Downregulated
OO_TYRASE,9.71932433052117e-07,Unchanged
OO_UPPN,NaN,Unchanged
OO_XOL7AONEtr,NaN,Unchanged
OO_XOLTRI27tc,NaN,Unchanged
